        Received samples ch0    Received samples ch1  Expected samples ch0    Expected samples ch1      Delays
 467                       0                       0  False                   False                        nan
 468                       0                       0  False                   False                        nan
 469                       0                       0  False                   False                        nan
 470                       0                       0  False                   False                        nan
 471                       0                       0  False                   False                        nan
 472                       0                       0  False                   False                        nan
 473                       0                       0  False                   False                        nan
 474                       0                       0  False                   False                        nan
 475                       0                       0  False                   False                        nan
 476                       0                       0  False                   False                        nan
 477                       0                       0  False                   False                        nan
 478                       0                       0  False                   False                        nan
 479                       0                       0  False                   False                        nan
 480                       0                       0  False                   False                        nan
 481                       0                       0  False                   False                        nan
 482                       0                       0  False                   False                        nan
 483                       0                       0  False                   False                        nan
 484                       0                       0  False                   False                        nan
 485                       0                       0  False                   False                        nan
 486                       0                       0  False                   False                        nan
 487                       0                       0  False                   False                        nan
 488                       0                       0  False                   False                        nan
 489                       0                       0  False                   False                        nan
 490                       0                       0  False                   False                        nan
 491                       0                       0  False                   False                        nan
 492                       0                       0  False                   False                        nan
 493                       0                       0  False                   False                        nan
 494                       0                       0  False                   False                        nan
 495                       0                       0  False                   False                        nan
 496                       0                       0  False                   False                        nan
 497                       0                       0  False                   False                        nan
 498                       0                       0  False                   False                        nan
 499                       0                       1  False                   False                        nan
 500                       0                       1  False                   True                         nan
 501                       0                       1  False                   True                         nan
 502                       0                       1  False                   True                         nan
 503                       0                       1  False                   True                         nan
 504                       0                       1  False                   True                         nan
 505                       0                       1  False                   True                         nan
 506                       0                       1  False                   True                         nan
 507                       0                       1  False                   True                         nan
 508                       0                       1  False                   True                         nan
 509                       0                       1  False                   True                         nan
 510                       0                       1  False                   True                         nan
 511                       0                       1  False                   True                         nan
 512                       0                       1  False                   True                         nan
 513                       0                       1  False                   True                         nan
 514                       0                       1  False                   True                         nan
 515                       0                       1  False                   True                         nan
 516                       0                       1  False                   True                         nan
 517                       0                       1  False                   True                         nan
 518                       0                       1  False                   True                         nan
 519                       0                       1  False                   True                         nan
 520                       0                       1  False                   True                         nan
 521                       0                       1  False                   True                         nan
 522                       0                       1  False                   True                         nan
 523                       0                       1  False                   True                         nan
 524                       0                       1  False                   True                         nan
 525                       0                       1  False                   True                         nan
 526                       0                       1  False                   True                         nan
 527                       0                       1  False                   True                         nan
 528                       0                       1  False                   True                         nan
 529                       0                       1  False                   True                         nan
 530                       0                       1  False                   True                         nan
 531                       0                       1  False                   True                         nan
 532                       0                       1  False                   True                         nan
 533                       0                       1  False                   True                         nan
 534                       0                       1  False                   True                         nan
 535                       0                       1  False                   True                         nan
 536                       0                       1  False                   True                         nan
 537                       0                       1  False                   True                         nan
 538                       0                       1  False                   True                         nan
 539                       0                       1  False                   True                         nan
 540                       0                       1  False                   True                         nan
 541                       0                       1  False                   True                         nan
 542                       0                       1  False                   True                         nan
 543                       0                       1  False                   True                         nan
 544                       0                       1  False                   True                         nan
 545                       0                       1  False                   True                         nan
 546                       0                       1  False                   True                         nan
 547                       0                       1  False                   True                         nan
 548                       0                       1  False                   True                         nan
 549                       0                       1  False                   True                         nan
 550                       0                       1  False                   True                         nan
 551                       0                       1  False                   True                         nan
 552                       0                       1  False                   True                         nan
 553                       0                       0  False                   True                         nan
 554                       0                       0  False                   False                        nan
 555                       0                       0  False                   False                        nan
 556                       0                       0  False                   False                        nan
 557                       0                       0  False                   False                        nan
 558                       0                       0  False                   False                        nan
 559                       0                       0  False                   False                        nan
 560                       0                       0  False                   False                        nan
 561                       0                       0  False                   False                        nan
 562                       0                       0  False                   False                        nan
 563                       0                       0  False                   False                        nan
 564                       0                       0  False                   False                        nan
 565                       0                       0  False                   False                        nan
 566                       0                       0  False                   False                        nan
 567                       0                       0  False                   False                        nan
 568                       0                       0  False                   False                        nan
 569                       0                       0  False                   False                        nan
 570                       0                       0  False                   False                        nan
 571                       0                       0  False                   False                        nan
 572                       0                       0  False                   False                        nan
 573                       0                       0  False                   False                        nan
 574                       0                       0  False                   False                        nan
 575                       0                       0  False                   False                        nan
 576                       0                       0  False                   False                        nan
 577                       0                       0  False                   False                        nan
 578                       0                       0  False                   False                        nan
 579                       0                       0  False                   False                        nan
 580                       0                       0  False                   False                        nan
 581                       0                       0  False                   False                        nan
 582                       0                       0  False                   False                        nan
 583                       0                       0  False                   False                        nan
 584                       0                       0  False                   False                        nan
 585                       0                       0  False                   False                        nan
 586                       0                       0  False                   False                        nan
 587                       0                       0  False                   False                        nan
 588                       0                       0  False                   False                        nan
 589                       0                       0  False                   False                        nan
 590                       0                       0  False                   False                        nan
 591                       0                       0  False                   False                        nan
 592                       0                       0  False                   False                        nan
 593                       0                       0  False                   False                        nan
 594                       0                       0  False                   False                        nan
 595                       0                       0  False                   False                        nan
 596                       0                       0  False                   False                        nan
 597                       0                       0  False                   False                        nan
 598                       0                       0  False                   False                        nan
 599                       0                       0  False                   False                        nan
 600                       0                       0  False                   False                        nan
 601                       0                       0  False                   False                        nan
 602                       0                       0  False                   False                        nan
 603                       0                       0  False                   False                        nan
 604                       0                       0  False                   False                        nan
 605                       0                       0  False                   False                        nan
 606                       0                       0  False                   False                        nan
 607                       0                       0  False                   False                        nan
 608                       0                       0  False                   False                        nan
 609                       0                       0  False                   False                        nan
 610                       0                       0  False                   False                        nan
 611                       0                       0  False                   False                        nan
 612                       0                       0  False                   False                        nan
 613                       0                       0  False                   False                        nan
 614                       0                       0  False                   False                        nan
 615                       0                       0  False                   False                        nan
 616                       0                       0  False                   False                        nan
 617                       0                       0  False                   False                        nan
 618                       0                       0  False                   False                        nan
 619                       0                       0  False                   False                        nan
 620                       0                       0  False                   False                        nan
 621                       0                       0  False                   False                        nan
 622                       0                       0  False                   False                        nan
 623                       0                       0  False                   False                        nan
 624                       0                       0  False                   False                        nan
 625                       0                       0  False                   False                        nan
 626                       0                       0  False                   False                        nan
 627                       0                       0  False                   False                        nan
 628                       0                       0  False                   False                        nan
 629                       0                       0  False                   False                        nan
 630                       0                       0  False                   False                        nan
 631                       0                       0  False                   False                        nan
 632                       0                       0  False                   False                        nan
 633                       0                       0  False                   False                        nan
 634                       0                       0  False                   False                        nan
 635                       0                       0  False                   False                        nan
 636                       0                       0  False                   False                        nan
 637                       0                       0  False                   False                        nan
 638                       0                       0  False                   False                        nan
 639                       0                       0  False                   False                        nan
 640                       0                       0  False                   False                        nan
 641                       0                       0  False                   False                        nan
 642                       0                       0  False                   False                        nan
 643                       0                       0  False                   False                        nan
 644                       0                       0  False                   False                        nan
 645                       0                       0  False                   False                        nan
 646                       0                       0  False                   False                        nan
 647                       0                       0  False                   False                        nan
 648                       0                       0  False                   False                        nan
 649                       0                       0  False                   False                        nan
 650                       0                       0  False                   False                        nan
 651                       0                       0  False                   False                        nan
 652                       0                       0  False                   False                        nan
 653                       0                       0  False                   False                        nan
 654                       0                       0  False                   False                        nan
 655                       0                       0  False                   False                        nan
 656                       0                       0  False                   False                        nan
 657                       0                       0  False                   False                        nan
 658                       0                       0  False                   False                        nan
 659                       0                       0  False                   False                        nan
 660                       0                       1  False                   False                        nan
 661                       0                       1  False                   True                         nan
 662                       0                       1  False                   True                         nan
 663                       0                       1  False                   True                         nan
 664                       0                       1  False                   True                         nan
 665                       0                       1  False                   True                         nan
 666                       0                       1  False                   True                         nan
 667                       0                       1  False                   True                         nan
 668                       0                       1  False                   True                         nan
 669                       0                       1  False                   True                         nan
 670                       0                       1  False                   True                         nan
 671                       0                       1  False                   True                         nan
 672                       0                       1  False                   True                         nan
 673                       0                       1  False                   True                         nan
 674                       0                       1  False                   True                         nan
 675                       0                       1  False                   True                         nan
 676                       0                       1  False                   True                         nan
 677                       0                       1  False                   True                         nan
 678                       0                       1  False                   True                         nan
 679                       0                       1  False                   True                         nan
 680                       0                       1  False                   True                         nan
 681                       0                       1  False                   True                         nan
 682                       0                       1  False                   True                         nan
 683                       0                       1  False                   True                         nan
 684                       0                       1  False                   True                         nan
 685                       0                       1  False                   True                         nan
 686                       0                       1  False                   True                         nan
 687                       0                       1  False                   True                         nan
 688                       0                       1  False                   True                         nan
 689                       0                       1  False                   True                         nan
 690                       0                       1  False                   True                         nan
 691                       0                       1  False                   True                         nan
 692                       0                       1  False                   True                         nan
 693                       0                       1  False                   True                         nan
 694                       0                       1  False                   True                         nan
 695                       0                       1  False                   True                         nan
 696                       0                       1  False                   True                         nan
 697                       0                       1  False                   True                         nan
 698                       0                       1  False                   True                         nan
 699                       0                       1  False                   True                         nan
 700                       0                       1  False                   True                         nan
 701                       0                       1  False                   True                         nan
 702                       0                       1  False                   True                         nan
 703                       0                       1  False                   True                         nan
 704                       0                       1  False                   True                         nan
 705                       0                       1  False                   True                         nan
 706                       0                       1  False                   True                         nan
 707                       0                       1  False                   True                         nan
 708                       0                       1  False                   True                         nan
 709                       0                       1  False                   True                         nan
 710                       0                       1  False                   True                         nan
 711                       0                       1  False                   True                         nan
 712                       0                       1  False                   True                         nan
 713                       0                       1  False                   True                         nan
 714                       0                       1  False                   True                         nan
 715                       0                       1  False                   True                         nan
 716                       0                       1  False                   True                         nan
 717                       0                       1  False                   True                         nan
 718                       0                       1  False                   True                         nan
 719                       0                       1  False                   True                         nan
 720                       0                       1  False                   True                         nan
 721                       0                       1  False                   True                         nan
 722                       0                       1  False                   True                         nan
 723                       0                       1  False                   True                         nan
 724                       0                       0  False                   True                         nan
 725                       0                       0  False                   False                        nan
 726                       0                       0  False                   False                        nan
 727                       0                       0  False                   False                        nan
 728                       0                       0  False                   False                        nan
 729                       0                       0  False                   False                        nan
 730                       0                       0  False                   False                        nan
 731                       0                       0  False                   False                        nan
 732                       0                       0  False                   False                        nan
 733                       0                       0  False                   False                        nan
 734                       0                       0  False                   False                        nan
 735                       0                       0  False                   False                        nan
 736                       0                       0  False                   False                        nan
 737                       0                       0  False                   False                        nan
 738                       0                       0  False                   False                        nan
 739                       0                       0  False                   False                        nan
 740                       0                       0  False                   False                        nan
 741                       0                       0  False                   False                        nan
 742                       0                       0  False                   False                        nan
 743                       0                       0  False                   False                        nan
 744                       0                       0  False                   False                        nan
 745                       0                       0  False                   False                        nan
 746                       0                       0  False                   False                        nan
 747                       0                       0  False                   False                        nan
 748                       0                       0  False                   False                        nan
 749                       0                       0  False                   False                        nan
 750                       0                       0  False                   False                        nan
 751                       0                       0  False                   False                        nan
 752                       0                       0  False                   False                        nan
 753                       0                       0  False                   False                        nan
 754                       0                       0  False                   False                        nan
 755                       0                       0  False                   False                        nan
 756                       0                       0  False                   False                        nan
 757                       0                       0  False                   False                        nan
 758                       0                       0  False                   False                        nan
 759                       0                       0  False                   False                        nan
 760                       0                       0  False                   False                        nan
 761                       0                       0  False                   False                        nan
 762                       0                       0  False                   False                        nan
 763                       0                       0  False                   False                        nan
 764                       0                       0  False                   False                        nan
 765                       0                       0  False                   False                        nan
 766                       0                       0  False                   False                        nan
 767                       0                       0  False                   False                        nan
 768                       0                       0  False                   False                        nan
 769                       0                       0  False                   False                        nan
 770                       0                       0  False                   False                        nan
 771                       0                       0  False                   False                        nan
 772                       0                       0  False                   False                        nan
 773                       0                       0  False                   False                        nan
 774                       0                       0  False                   False                        nan
 775                       0                       0  False                   False                        nan
 776                       0                       0  False                   False                        nan
 777                       0                       0  False                   False                        nan
 778                       0                       0  False                   False                        nan
 779                       0                       0  False                   False                        nan
 780                       0                       0  False                   False                        nan
 781                       0                       0  False                   False                        nan
 782                       0                       0  False                   False                        nan
 783                       0                       0  False                   False                        nan
 784                       0                       0  False                   False                        nan
 785                       0                       0  False                   False                        nan
 786                       0                       0  False                   False                        nan
 787                       0                       0  False                   False                        nan
 788                       0                       0  False                   False                        nan
 789                       0                       0  False                   False                        nan
 790                       0                       0  False                   False                        nan
 791                       0                       0  False                   False                        nan
 792                       0                       0  False                   False                        nan
 793                       0                       0  False                   False                        nan
 794                       0                       0  False                   False                        nan
 795                       0                       0  False                   False                        nan
 796                       0                       0  False                   False                        nan
 797                       0                       0  False                   False                        nan
 798                       0                       0  False                   False                        nan
 799                       0                       0  False                   False                        nan
 800                       0                       0  False                   False                        nan
 801                       0                       0  False                   False                        nan
 802                       0                       0  False                   False                        nan
 803                       0                       0  False                   False                        nan
 804                       0                       0  False                   False                        nan
 805                       0                       0  False                   False                        nan
 806                       0                       0  False                   False                        nan
 807                       0                       0  False                   False                        nan
 808                       0                       0  False                   False                        nan
 809                       0                       0  False                   False                        nan
 810                       0                       0  False                   False                        nan
 811                       0                       0  False                   False                        nan
 812                       0                       0  False                   False                        nan
 813                       0                       0  False                   False                        nan
 814                       0                       0  False                   False                        nan
 815                       0                       0  False                   False                        nan
 816                       0                       0  False                   False                        nan
 817                       0                       0  False                   False                        nan
 818                       0                       0  False                   False                        nan
 819                       0                       0  False                   False                        nan
 820                       0                       0  False                   False                        nan
 821                       0                       0  False                   False                        nan
 822                       0                       0  False                   False                        nan
 823                       0                       0  False                   False                        nan
 824                       0                       0  False                   False                        nan
 825                       0                       0  False                   False                        nan
 826                       0                       0  False                   False                        nan
 827                       0                       0  False                   False                        nan
 828                       0                       0  False                   False                        nan
 829                       0                       0  False                   False                        nan
 830                       0                       0  False                   False                        nan
 831                       0                       0  False                   False                        nan
 832                       0                       0  False                   False                        nan
 833                       0                       0  False                   False                        nan
 834                       0                       1  False                   False                        nan
 835                       0                       1  False                   True                         nan
 836                       0                       1  False                   True                         nan
 837                       0                       1  False                   True                         nan
 838                       0                       1  False                   True                         nan
 839                       0                       1  False                   True                         nan
 840                       0                       1  False                   True                         nan
 841                       0                       1  False                   True                         nan
 842                       0                       1  False                   True                         nan
 843                       0                       1  False                   True                         nan
 844                       0                       1  False                   True                         nan
 845                       0                       1  False                   True                         nan
 846                       0                       1  False                   True                         nan
 847                       0                       1  False                   True                         nan
 848                       0                       1  False                   True                         nan
 849                       0                       1  False                   True                         nan
 850                       0                       1  False                   True                         nan
 851                       0                       1  False                   True                         nan
 852                       0                       1  False                   True                         nan
 853                       0                       1  False                   True                         nan
 854                       0                       1  False                   True                         nan
 855                       0                       1  False                   True                         nan
 856                       0                       1  False                   True                         nan
 857                       0                       1  False                   True                         nan
 858                       0                       1  False                   True                         nan
 859                       0                       1  False                   True                         nan
 860                       0                       1  False                   True                         nan
 861                       0                       1  False                   True                         nan
 862                       0                       1  False                   True                         nan
 863                       0                       1  False                   True                         nan
 864                       0                       1  False                   True                         nan
 865                       0                       1  False                   True                         nan
 866                       0                       1  False                   True                         nan
 867                       0                       1  False                   True                         nan
 868                       0                       1  False                   True                         nan
 869                       0                       1  False                   True                         nan
 870                       0                       1  False                   True                         nan
 871                       0                       1  False                   True                         nan
 872                       0                       1  False                   True                         nan
